MCST NUMBER	MCST UEN	DEVELOPMENT NAME	DEVELOPMENT LOCATION	MCST ADDRESS	MCST STATUS	MC TEL NO	DATE OF MC CONSTITUTION	MANAGING AGENT	MA TEL NO		
668	S83MC0668H	MANAGEMENT CORPN STRATA TITLE PLAN NO 0668	3 HOLLAND PARK 249473		ACTIVE	6223 0169	18/06/1983	SunProp Property and Assest Management Consultants Pte Ltd	62230169		
669	S83MC0669D	MANAGEMENT CORPN STRATA TITLE PLAN NO 0669	810 GEYLANG ROAD 409286	810 GEYLANG ROAD 07-00 SINGAPORE 409286	ACTIVE	6748 0997	30/06/1983	SavillsCKH Pte Ltd	63463238		
670	S83MC0670A	PEI FU INDUSTRIAL BUILDING	24 NEW INDUSTRIAL ROAD 389729	1014 GEYLANG EAST AVENUE 3 07-216 SINGAPORE 389729	ACTIVE	68440801	30/06/1983	Halley Service Pte Ltd	68440801		
671	S83MC0671H		60B LORONG L TELOK KURAU 425504	60B LORONG L TELOK KURAU - SINGAPORE 425504	ACTIVE		01/07/1983	HALLEY SERVICES PTE LTD	68440801		
672	S83MC0672D		40/A/B/C BRISTOL ROAD 219851	40B BRISTOL ROAD - SINGAPORE 219851	ACTIVE		01/07/1983	MCST			
673	S83MC0673L	CASTLE COURT		C/o 71 LORONG 23 GEYLANG 04-01 SINGAPORE 388386	TERMINATED		08/07/1983	MCST			
674	S83MC0674G	KENG LEE VIEW	108 KENG LEE ROAD 219286	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 118727	ACTIVE	63370087	11/07/1983	Earnest Management Services Pte Ltd	63370087		
675	S83MC0675C	HOLLAND ROAD SHOPPING CENTRE	211 HOLLAND AVENUE 278967	211 HOLLAND AVENUE 04-02 SINGAPORE 278967	ACTIVE	64678137	19/07/1983	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
676	S83MC0676K	PARKWAY MANSION	9 AMBER ROAD 439854	9 AMBER ROAD - SINGAPORE 439854	ACTIVE	6554 9591	19/07/1983	Dickson Property Consultants Pte Ltd	63345565		
677	S83MC0677F	MANAGEMENT CORPN STRATA TITLE PLAN NO 0677	6001 BEACH ROAD 199589	6001 BEACH ROAD 01-59 SINGAPORE 199589	ACTIVE	6297 2260	01/08/1983	SCMS PROPERTY MANAGEMENT PTE LTD	65354600		
678	S83MC0678B	VERDUN HOUSE	9A VERDUN ROAD 207277	6 VERDUN ROAD - SINGAPORE 207275	ACTIVE	63345565	02/08/1983	Dickson Property Consultants Pte Ltd	63345565		
679	S83MC0679J	NAUNG COURT	9/A/B/C JALAN NAUNG 537676	- JALAN NAUNG - SINGAPORE 537670	TERMINATED	64895447	02/08/1983	Yiwan Servic es	64895447		
680	S83MC0680F		683A EAST COAST ROAD 459052	681 EAST COAST ROAD - SINGAPORE 459053	ACTIVE	64481428	03/08/1983	MCST			
681	S83MC0981B	MANAGEMENT CORPN STRATA TITLE PLAN NO 0681	140 UPPER BUKIT TIMAH ROAD 588716	140 UPPER BUKIT TIMAH ROAD - SINGAPORE 588176	ACTIVE	68421731	06/08/1983	LANDSFIELD PROPERTY MANAGEMENT PTE LTD	68421731		
682	S83MC0682J		20 BEATTY ROAD 209947	20B BEATTY ROAD - SINGAPORE 209947	ACTIVE	62963819	15/08/1983	NIL			
683	S83MC0683E	DRAGON PEARL APARTMENT (Terminated)	315 RIVER VALLEY ROAD 238354	TERMINATED VICTORIA STREET - SINGAPORE 	TERMINATED		15/08/1983	NIL			
684	S83MC0684A			290A JOO CHIAT ROAD - SINGAPORE 427542	TERMINATED	63447496	15/08/1983	NIL			
685	S83MC0685H	FOO WAH INDUSTRIAL  BUILDING	45 JALAN PEMIMPIN 577197	45 JALAN PEMIMPIN - SINGAPORE 577197	ACTIVE	65908880	18/08/1983	PENDING APPOINTMENT			
686	S83MC0686D	PEACE CENTRE / PEACE MANSION	1 SOPHIA ROAD 228149	1 SOPHIA ROAD 10-01 SINGAPORE 228149	ACTIVE	63363480	29/08/1983	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333		
687	S83MC0687L	KOH BROTHERS BUILDING	11 LORONG PENDEK 348639	11 LORONG PENDEK - SINGAPORE 348639	ACTIVE	62898889	29/08/1983	MCST	62898889		
688	S83MC0688G	ROBIN COURT	3 ROBIN DRIVE 258263	5001 BEACH ROAD 04-12 SINGAPORE 199588	TERMINATED	68420768	30/08/1983	ALADDIN MANAGEMENT SOLUTIONS PTE LTD	68420768		
689	S83MC0689C	MANAGEMENT CORPN STRATA TITLE PLAN NO 0689	11 COLLYER QUAY 49317	11 COLLYER QUAY 04-00 SINGAPORE 049317	ACTIVE	6223 0702	01/09/1983	CKH STRATA MANAGEMENT PTE LTD	63463238		
690	S83MC0690L	PINE COURT	28A LORONG L TELOK KURAU 425440	32 LORONG L TELOK KURAU 28- SINGAPORE 425442	ACTIVE	63467223	07/09/1983	MCST			
691	S83MC0691G			13B LORONG MELAYU - SINGAPORE 416910	TERMINATED	67425643	09/09/1983	MCST			
692	S83MC0692C		21B RAMBAI ROAD 424340	21-A RAMBAI ROAD - SINGAPORE 424340	TERMINATED	64472448	15/09/1983	MCST			
693	S83MC0693K	CHANCERY GARDEN	14 CHANCERY HILL ROAD 309655	266 SERANGOON CENTRAL DRIVE 3-255 SINGAPORE 550266	ACTIVE	62273233	21/09/1983	BERNARD VALUERS & REAL ESTATE CONSULTANTS PTE LTD	62273233		
694	S83MC0694F	40/40A/40B CHANGI ROAD	40 CHANGI ROAD 419702	40 CHANGI ROAD - SINGAPORE 419702	ACTIVE	64373816	24/09/1983	OCBC PROPERTY SERVICES PTE LTD	65330818		
695	S83MC0695B	TEXTILE CENTRE	200 JALAN SULTAN 199018	200 JALAN SULTAN 11-08 SINGAPORE 199018	ACTIVE	62983000	30/09/1983	Colliers International Consultancy & Valuation (S) Pte Ltd	65318591		
696	S83MC0696J	BISHOPSWALK CONDOMINIUM	16 BISHOPSWALK 249927	545 ORCHARD ROAD 13-10 SINGAPORE 238882	TERMINATED	67379466	04/10/1983	SHIN PROPERTY SERVICES PTE LTD	67379466		
697	S83MC0697E	SURREY MANSION	6 SURREY ROAD 307745	6 SURREY ROAD 03-05 SINGAPORE 307745	TERMINATED		05/10/1983	NIL			
698	S83MC0698A	PAK CHONG BUILDING		1A EBER ROAD - SINGAPORE 239756	ACTIVE	67348316	06/10/1983	FOCAL PROPERTY SERVICES	67348316		
699	S83MC0699H	MARINE GDN		TERMINATED  - SINGAPORE 	TERMINATED		06/10/1983	FOCAL PROPERTY SERVICES	67348316		
07-3663	T11SM0007D	MIDVEW CITY	30 SIN MING LANE 573953	18  SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	6256 9333	31/08/2011	Newman & Goh Property Consultants Pte Ltd	62569333		
700	S83MC0700A	EUNOS MANSION	205 JALAN EUNOS 419535	205 JALAN EUNOS - SINGAPORE 419535	ACTIVE	67438277	11/10/1983	MCST			
701	S83MC0701H	CHINA AIRLINES MANSION		TERMINATED  - SINGAPORE 	TERMINATED	67372144	12/10/1983	MCST			
702	S83MC0702D	GRENVILLE CONDOMINIUM (Terminated)		- MOUNT SINAI LANE - SINGAPORE 	TERMINATED		12/10/1983	HBA GROUP PROPERTY CONSULTANTS PTE LTD	63387222		
703	S83MC0703L	TANGLIN SHOPPING CENTRE	19 TANGLIN ROAD 247909	19 TANGLIN ROAD 07-02 SINGAPORE 247909	ACTIVE	67328751	15/10/1983	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICE PTE LTD	64179222		
704	S83MC0704G	NAMLY PLACE	41 NAMLY PLACE 267197	3 KALLANG WAY 2A - SINGAPORE 347493	TERMINATED	62569333	15/10/1983	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333		
705	S83MC0705C	DYNASTY GARDEN COURT 1	251 SIXTH AVENUE 276556	251-261 SIXTH AVENUE - SINGAPORE 276557	TERMINATED	63723006	15/10/1983	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	63723033		
706	S83MC0706K	DYNASTY GARDEN COURT 2	284 SIXTH AVENUE 276566	21 BUKIT BATOK CRESCENT 26-82 SINGAPORE 658065	ACTIVE	6411 1651	15/10/1983	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
707	S83MC0707F	ST. PATRICK'S VIEW		531 UPPER CROSS STREET 03-52 SINGAPORE 050531	TERMINATED	65333375	25/10/1983	RHODO PROPERTY & EASTATE MGT SVS PTE LTD	65333375		
708	S83MC0708B	enbloc	122C KOON SENG ROAD 427055	32 KEONG SIAK ROAD - SINGAPORE 089139	TERMINATED		23/10/1983	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
709	S83MC0709J			TERMINATED  - SINGAPORE 	TERMINATED		27/10/1983	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
710	S83MC0710F	VILLAGE TOWER	35 MOUNT SINAI RISE 276955	35 MOUNT SINAI RISE 01-01 SINGAPORE 276955	ACTIVE	63375277	28/10/1983	PROPERTY FACILITY SERVICES PTE LTD	62104373		
711	S83MC0711B			TERMINATED  - SINGAPORE 	TERMINATED		02/11/1983	PROPERTY FACILITY SERVICES PTE LTD	62104373		
712	S83MC0712J	VILLA DELLE ROSE	87A TAMAN NAKHODA 257742	25 TAGORE LANE 04-06/01 SINGAPORE 787602	ACTIVE	65549591	07/11/1983	JONES LANG LASALLE	65399157		
713	S83MC0713E	JADE GARDEN	24B ROBIN ROAD 258201	22 ROBIN ROAD - SINGAPORE 258201	ACTIVE	63233168	10/11/1983	JONES LANG LASALLE	65399157		
714	S83MC0714A	BALMORAL GARDEN	11B BALMORAL ROAD 259797	11B BALMORAL ROAD - SINGAPORE 259797	ACTIVE	90600957	14/11/1983	NEWMAN & GOH PROPERTY CONSULTANTS (PTE) LTD	62569333		
715	S83MC0715H	KEN MANSION	23 JALAN RAJAH 328138	15 DEFU AVENUE 1 - SINGAPORE 539538	TERMINATED		16/11/1983	NIL			
716	S83MC0716D	BALMORAL PARK (Terminated)	9 BALMORAL PARK 259844	TERMINATED BALMORAL PARK - SINGAPORE 	TERMINATED		21/11/1983	HBA GROUP PROPERTY CONSULTANTS PTE LTD	63387222		
717	S83MC0717L	THE PLAZA	7500D BEACH ROAD 199595	7500A BEACH ROAD 04-301 SINGAPORE 199591	ACTIVE	63119460	28/11/1983	UOL MANAGEMENT SERVICES PTE LTD	63119460		
718	S83MC0718G	PINEVIEW		C/o 55 UBI AVENUE 1 07-11 SINGAPORE 408935	TERMINATED		12/12/1983	MCST			
719	S83MC0719C		307A CHANGI ROAD 419785	309 CHANGI ROAD - SINGAPORE 419787	ACTIVE	67428769	13/12/1983				
720	S83MC0720L	BALMORAL TOWER	27 BALMORAL ROAD 259808	27 BALMORAL ROAD 1-1 SINGAPORE 259808	ACTIVE	68485632	16/12/1983				
721	S83MC0721G	GOODWILL MANSION	355 BALESTIER ROAD 329782	63 UBI AVENUE 1 06-01 SINGAPORE 408937	ACTIVE	64884688	17/12/1983				
722	S83MC0722C	RAJAH TOWER	32 JALAN RAJAH 329141	32 JALAN RAJAH 01-01 SINGAPORE 329141	ACTIVE	6250 6528	17/12/1983	ACE BODY CORPORATE MANAGEMENT PTE LTD	62557997		
723	S83MC0723K	MARTIA CT		TERMINATED  - SINGAPORE 	TERMINATED		19/12/1983	ACE BODY CORPORATE MANAGEMENT PTE LTD	62557997		
724	S83MC0724F	HILLVIEW BUILDING	48 HILLVIEW TERRACE 669269	28 SIN MING LANE 06-133 SINGAPORE 573972	ACTIVE	62569333	21/12/1983	NEWMAN & GOH PROPERTY CONSULTANTS (PTE) LTD	62569333		
725	S84MC0725G	MANAGEMENT CORPN STRATA TITLE PLAN NO 0725	20 SHAW ROAD 367956		ACTIVE	6287 3218 	11/01/1984	Newman & Goh Property Consultants Pte Ltd	62569333		
726	S84MC0726C		T ARANG DRIVE 359973	TERMINATED BEDOK NORTH AVENUE 4 - SINGAPORE 	TERMINATED		13/01/1984	SIERRA ASSET MANAGEMENT	67322220		
727	S84MC0727K	CAMBRIDGE VILLAGE	2A CAMBRIDGE ROAD 219679	2A CAMBRIDGE ROAD 01-04A SINGAPORE 219679	ACTIVE	97820778	11/01/1984				
728	S84MC0728F	MIDPOINT ORCHARD	220 ORCHARD ROAD 238852	220 ORCHARD ROAD 01-11 SINGAPORE 238852	ACTIVE	67321718	17/01/1984		68873736		
729	S84MC0729B	CASABELLA ( terminated)	190 DUCHESS AVENUE 269194	TERMINATED ROBINSON ROAD - SINGAPORE 	TERMINATED		18/01/1984	TOKYU PROPERTY	62355070		
730	S84MC0730K	TOH TUCK GARDEN	3 TOH TUCK LANE 596859	186-200 HOLLAND ROAD - SINGAPORE 278583	TERMINATED	64649600	23/01/1984	TOKYU PROPERTY	62355070		
731	S84MC0731F			TERMINATED  - SINGAPORE 	TERMINATED		23/01/1984	TOKYU PROPERTY	62355070		
732	S84MC0732B	THOMSON MANSION	374 THOMSON ROAD 298129	374 THOMSON ROAD 01-01 SINGAPORE 298129	TERMINATED	63385533	23/01/1984	PENTAGON PROPERTY CONSULTANTS PTE LTD	63385533		
733	S84MC0733J	EASTERNWAY MANSION		38 SUNGEI KADUT STREET 2 - SINGAPORE 729245	TERMINATED	62695401	28/01/1984	MCST			
734	S84MC0734E			108 LIM AH WOO ROAD - SINGAPORE 438146	ACTIVE	67488680	30/01/1984	MCST			
735	S84MC0735A	DALVEY ESTATE	78 DALVEY ROAD 259485	78 TO 82B DALVEY ROAD - SINGAPORE 259485	ACTIVE	64497141	30/01/1984	Ascent Property Management Services Pte Ltd	64497141		
736	S84MC0736H	RUBY INDUSTRIAL COMPLEX	80 GENTING LANE 349565	80 GENTING LANE 01-04 SINGAPORE 349565	ACTIVE	67479696	10/02/1984	M/S ISLAND LEASING PTE LTD	63390000		
737	S84MC0737D	CITIPORT CENTRE	50 TELOK BLANGAH ROAD 98828	531 UPPER CROSS STREET 04-12 SINGAPORE 050531	TERMINATED	63345565	10/02/1984	DICKSON PROPERTY CONSULTANTS PTE LTD	63345565		
738	S84MC0738L	KEWALRAM HILLVIEW	120 HILLVIEW AVENUE 669594	120 HILLVIEW AVENUE 07-04 SINGAPORE 669594	ACTIVE	67602221	10/02/1984	EURICH ENTERPRISE	67602221		
739	S84MC0739G	BUCKLEY MEWS TERMINATED	3B BUCKLEY ROAD 309752	3 BUCKLEY ROAD - SINGAPORE 309752	TERMINATED	62593119	13/02/1984	MCST			
740	199400509H		21 NEW INDUSTRIAL ROAD 536207	36 LIANG SEAH STREET - SINGAPORE 189057	ACTIVE	63381343	13/02/1984	MCST			
741	S84MC0741L	HOW SUN PARK	25 HOW SUN ROAD 538497	25-63 HOW SUN ROAD - SINGAPORE 538517	ACTIVE		22/02/1984	ESTALAND PROPERTY ASSOCIATES PTE LTD	62513366		
742	S84MC0742G	RICH EAST GARDEN	300 UPPER EAST COAST ROAD 466438	300 UPPER EAST COAST ROAD - SINGAPORE 466438	ACTIVE	64497141	22/02/1984	ASCENT PROPERTY MANAGEMENT SERVICES PTE LTD	64497141		
743	S84MC0743C			TERMINATED  - SINGAPORE 	TERMINATED		22/02/1984	ASCENT PROPERTY MANAGEMENT SERVICES PTE LTD	64497141		
744	S84MC0744K	GOODWILL COURT	87B UPPER EAST COAST ROAD 455219	1557 KEPPEL ROAD 03-05B SINGAPORE 089066	ACTIVE	68420768	01/03/1984	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
745	S84MC0745F			TERMINATED SHELFORD ROAD - SINGAPORE 288359	TERMINATED		01/03/1984	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
746	S84MC0746B	MANHATTAN HOUSE	151 CHIN SWEE ROAD 169876	151 CHIN SWEE ROAD 02-11A SINGAPORE 169876	ACTIVE	62350818	07/03/1984	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	68485678		
747	S84MC0747J	SOMMERVILLE PARK	101 FARRER DRIVE 259280	77 FARRER DRIVE - SINGAPORE 259282	ACTIVE	6469 2112	08/03/1984	SAVILLSCKH PTE LTD	63463238		
748	S84MC0748E	CAI GARDEN	3 FOO KIM LIN ROAD 419679	39 GENTING LANE 08-01 SINGAPORE 349554	TERMINATED	62501102	10/03/1984	BOND PROPERTIES PTE LTD	62501102		
749	S84MC0749A	WATTEN ESTATE CONDOMINIUM		36 - 44 SHELFORD ROAD - SINGAPORE 288431	ACTIVE	63387222	17/03/1984	LANDSFIELD PROPERTY MANAGEMENT  PTE LTD	68421731		
750	200603333D	NEWTON VIEW	26 NEWTON ROAD 307957		ACTIVE	6336 1234	20/03/1984	EXCELTEC PROPERTY MANAGEMENT PTE LTD	65682035		
751	S84MC0751E	CORONA VILLE	35 JALAN HAJI ALIAS 268535	35 JALAN HAJI ALIAS 01-42 SINGAPORE 268535	ACTIVE	67424049	22/03/1984	PROPERTY FACILITY SERVICES PTE LTD	62211313		
752	S84MC0752A	SONG LIN BUILDING	1 SYED ALWI ROAD 207628	540 SIMS AVENUE 3-6 SINGAPORE 387603	ACTIVE	68421731	26/03/1984	LANDSFIELD PROPERTY CONSULTANTS PTE LTD	68421731		
753	S84MC0753H	GSM BUILDING	141 MIDDLE ROAD 188976	141 MIDDLE ROAD 04-00 SINGAPORE 188976	ACTIVE	65549591	29/03/1984	Earnest Management Services Pte Ltd	63380487		
754	S84MC0754D	NAGA COURT (TERMINATED)		TERMINATED BEACH ROAD - SINGAPORE 199591	TERMINATED	62915355	03/04/1984	WISELY 98 PTE LTD	62915355		
755	S84MC0755L	ORCHID MANSION		TERMINATED  - SINGAPORE 	TERMINATED		04/04/1984	TARAMON PTE LTD			
756	S84MC0756G	62 CHANGI ROAD	62 CHANGI ROAD 419713	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	63370087	04/04/1984	Earnest Management Services Pte Ltd	63370087		
757	S84MC0757C	GREEN COURT	500B GEYLANG ROAD 389458	496 GEYLANG ROAD - SINGAPORE 389454	ACTIVE		04/04/1984	MCST			
758	S84MC0758K		4A PRINCESS OF WALES ROAD 266903	2B PRINCESS OF WALES ROAD - SINGAPORE 266901	ACTIVE	82229138	06/04/1984	N			
759	S84MC0759F			51 BUKIT BATOK CRESCENT 08-06 SINGAPORE 658077	ACTIVE	63166480	06/04/1984	N			
760	TyyPQnnnnX	BALESTIER PLAZA	400 BALESTIER ROAD 329802	400 BALESTIER ROAD 04-03 SINGAPORE 329802	ACTIVE	62512647	09/04/1984	SCMS PROPERTY MANAGEMENT PTE LTD	65354600		
761	S84MC0761K	ORCHARD PL SHOPING CENTRE (Terminated)		TERMINATED  - SINGAPORE 	TERMINATED		11/04/1984	SCMS PROPERTY MANAGEMENT PTE LTD	65354600		
762	S84MC0762F	SING LIAN BUILDING	292 CHANGI ROAD 419835	388 CHANGI ROAD - SINGAPORE 419837	ACTIVE	64470045	11/04/1984				
763	S84MC0763B		5 MEI HWAN VIEW 568289	TERMINATED MEI HWAN VIEW - SINGAPORE 	TERMINATED		14/04/1984	SCMS PROPERTY MANAGEMENT PTE LTD	65354600		
764	S84MC0764J	CHARLTON COURT	16C CHARLTON ROAD 539566	29A SURIN AVENUE - SINGAPORE 535608	TERMINATED	62842265	14/04/1984	MCST			
765	S84MC0765E	THONGSIA BUILDING	30 BIDEFORD ROAD 229922	30 BIDEFORD ROAD 07-04 SINGAPORE 229922	ACTIVE	67383601	18/04/1984	CKH STRATA MANAGEMENT PTE LTD	63463235		
766	S84MC0766A	TANGLIN HILL CONDOMINIUM	2 TANGLIN HILL 248030	2 TANGLIN HILL - SINGAPORE 248030	ACTIVE	63387222	28/04/1984	HBA Group Property Consultants Pte Ltd	63387222		
767	S84MC0767H	BALESTIER COURT	11 JALAN RAJA UDANG 329191	11 JALAN RAJA UDANG - SINGAPORE 329191	TERMINATED	64685100	28/04/1984	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
768	S84MC0768D	JALAN JAMAL			ACTIVE	67336845	30/04/1984	KIRIN PROPERTIES & SERVICES	67336845		
769	S84MC0769L	CHONG KIM APARTMENT	8 BASSEIN ROAD 309838	8 BASSEIN ROAD - SINGAPORE 309838	TERMINATED	62569333	03/05/1984	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333		
770	S84MC0770H	AUTUMN GLORY		3 ROSE LANE - SINGAPORE 437361	TERMINATED		07/05/1984	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333		
771	S84MC0771D			TERMINATED  - SINGAPORE 	TERMINATED		10/05/1984	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333		
772	S84MC0772L	GEYLANG MANSION	2 LORONG 26 GEYLANG 398478	2 LORONG 26 GEYLANG 01-01 SINGAPORE 398478	ACTIVE		12/05/1984	MCST			
773	G7200824W	HUA XIN COURT	23A NALLUR ROAD 456644	23A NALLUR ROAD - SINGAPORE 456644	ACTIVE	64411184	16/05/1984	A4 International Pte Ltd	64411184		
774	S84MC0774C	YI LI APARTMENT	1J TAY LIAN TECK ROAD 455615	7500A BEACH ROAD 06-313 SINGAPORE 199591	TERMINATED	62984022	18/05/1984	MCST	62984022		
775	S84MC0775K	GOODRICH PARK	2D SIMON LANE 540618	540 SIMS AVENUE 3-6 SINGAPORE 387603	TERMINATED	68421731	19/05/1984	LANDSFIELD PROPERTY CONSULTANTS PTE LTD	68421731		
776	S84MC0776F	REGENT GARDEN	53 WEST COAST ROAD 127364	1 KIM SENG PROMENADE 05-02 SINGAPORE 237994	TERMINATED	64661342	22/05/1984	LANDSFIELD PROPERTY CONSULTANTS PTE LTD	68421731		
777	S84MC0777B	ALPHA BUILDING	45 KALLANG PUDDING ROAD 349317	45 KALLANG PUDDING ROAD - SINGAPORE 349317	ACTIVE	68849113	22/05/1984	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	63723038		
778	S84MC0778J	OASIS GARDENS		30A BUNGA RAMPAI PLACE - SINGAPORE 539721	TERMINATED	62825505	23/05/1984	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	63723038		
779	S84MC0779E	DUAN TAO COURT	5 HERTFORD ROAD 219377	111 NORTH BRIDGE ROAD 04-43 SINGAPORE 179098	TERMINATED	63550100	23/05/1984	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	63723038		
780	S84MC0780B	TOWNSHEND BUILDING	54 MAUDE ROAD 208346	1 YUK TONG AVENUE 01-01 SINGAPORE 596306	ACTIVE	64661342	24/05/1984	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
781	S84MC0781J	CHAPEL MANSION	9 CHAPEL ROAD 429515	1 YUK TONG AVENUE 01-01 SINGAPORE 596306	TERMINATED	64661342	31/05/1984	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
782	S84MC0782E	BALMORAL VIEW	21 BALMORAL CRESCENT 259920	139 CAVENAGH ROAD 01-01 SINGAPORE 229627	TERMINATED	67366007	13/06/1984	HOE-TAN CO (PTE) LTD	67366007		
783	S84MC0783A	MANGIS PARK	43B MANGIS ROAD 424968	204 HOUGANG STREET 21 03-109 SINGAPORE 530204	TERMINATED	63838996	13/06/1984	DTC SERVICES PTE LTD	63838996		
784	48699900M	POWER PLUS INTERNATIONAL TRADING	317 BUKIT TIMAH ROAD 259714		ACTIVE	6863 3456	18/06/1984	PROPERTY FACILITY SERVICES PTE LTD	62104379		
785	S84MC0785D		11 NEWTON ROAD 307948	TERMINATED NEWTON ROAD - SINGAPORE 	TERMINATED		21/06/1984	PROPERTY FACILITY SERVICES PTE LTD	62104379		
786	S84MC0786L	CULFORD GARDENS	177C UPPER EAST COAST ROAD 455245	173 UPPER EAST COAST ROAD - SINGAPORE 455275	TERMINATED	64497141	22/06/1984	ASCENT PROPERTY MANAGEMENT SERVICES PTE LTD	64497141		
787	S84MC0787G	JOO CHIAT SHOPPING CENTRE/APARTMENTS	293 JOO CHIAT ROAD 427585	266 SERANGOON CENTRAL DRIVE 03-255 SINGAPORE 550266	ACTIVE	62273233	26/06/1984	ESTALAND PROPERTY ASSOCIATES PTE LTD	62513366		
788	S84MC0788C	ROBIN STAR	10 ROBIN ROAD 258189	12E ROBIN ROAD - SINGAPORE 258192	TERMINATED	67372806	28/06/1984	ESTALAND PROPERTY ASSOCIATES PTE LTD	62513366		
789	S84MC0789K	DUCHESS COURT (TERMINATED)	40 DUCHESS WALK 268938	15 HOE CHIANG ROAD 12-04 SINGAPORE 089316	TERMINATED	62104379	05/07/1984	CAPITAL INTERNATIONAL ASSET MANAGEMENT PTE LTD	62104379		
790	S84MC0790G	PRINCE APARTMENTS	34 JALAN DATOH 329421	34 JALAN DATOH - SINGAPORE 329421	TERMINATED	90060953	12/07/1984	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
791	S84MC0791C	BUGIS CUBE	470 NORTH BRIDGE ROAD 188735	470 NORTH BRIDGE ROAD - SINGAPORE 188735	ACTIVE	63388331	16/07/1984	Propmag Property & Facility Pte Ltd	6665 3880		
792	S84MC0792K	NA	120B MARSHALL ROAD 424907	120 MARSHALL ROAD - SINGAPORE 424907	ACTIVE	83830909	18/07/1984				
793	S84MC0793F		98 LORONG H TELOK KURAU 428201	96 LORONG H TELOK KURAU - SINGAPORE 426119	ACTIVE	81882898	26/07/1984	MCST			
794	S84MC0794B	LENGKONG COURT	55 LENGKONG EMPAT 417642	266 SERANGOON CENTRAL DRIVE 03-255 SINGAPORE 550266	TERMINATED	62273233	31/07/1984	BERNARD VALUERS & REAL ESTATE CONSULTANTS PTE LTD	62273233		
795	S84MC0795J	CURZON LODGE	100 KAMPONG JAVA ROAD 228867	TERMINATED SIMS AVENUE - SINGAPORE 387603	TERMINATED	68421731	02/08/1984	LANDSFIELD PROPERTY CONSULTANTS  PTE LTD	68421731		
796	S84MC0796E	MONDO BUILDING	545/A UPPER SERANGOON ROAD 534554	545 UPPER SERANGOON ROAD - SINGAPORE 534554	ACTIVE	62834930	07/08/1984	NIL			
797	S84MC0797A		85/AB/C WILKIE ROAD 228083	27 BENCOOLEN STREET 1-29 SINGAPORE 189620	ACTIVE	62581798	10/08/1984				
798	S84MC0798H	CASHEW PARK CONDOMINIUM	50 CASHEW ROAD 679633	54 CASHEW ROAD 02-01 SINGAPORE 679637	ACTIVE	67690220	22/08/1984	ILAND PROPERTY CONSULTANT PTE LTD	63488278		
799	S84MC0799D	PEMIMPIN INDUSTRIAL BUILDING	63 JALAN PEMIMPIN 577219	11 LORONG 3 TOA PAYOH 01-18 SINGAPORE 319579	ACTIVE	62211313	22/08/1984	Property Facility Serivces Pte Ltd	62211313		
800	S84MC0800H		16E YIO CHU KANG ROAD 545530	16 YIO CHU KANG ROAD - SINGAPORE 545531	ACTIVE	62259115	22/08/1984	NIL			
801	S84MC0801D	AMBER INVESTMENT PTE LTD		17/19 LORONG 4 GEYLANG - SINGAPORE 399273	ACTIVE	67426547	23/08/1984	NIL			
802	S84MC0802L	LIANG JI MANSION (Terminated)		TERMINATED  - SINGAPORE 	TERMINATED		28/08/1984	NIL			
803	mcst0803	YI XIU FACTORY	65 SIMS AVENUE 387418	65 SIMS AVENUE 09-03 SINGAPORE 387418	ACTIVE	67474398	31/08/1984	MCST			
804	S84MC0804C	TOHO GARDEN	214/A YIO CHU KANG ROAD 545655	61 ROBINSON ROAD 06-01 SINGAPORE 068893	TERMINATED	65343132	31/08/1984	BOND PROPERTIES PTE LTD	62501102		
805	S84MC0805K	WILLYN VILLE	1 HOLLAND AVENUE 278965	1 HOLLAND AVENUE - SINGAPORE 278965	ACTIVE	64111671	01/09/1984	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64111650		
